date|account|category|amount|currency|converted amount|currency|description||||
2/10/2019|Cash|Eating out|-6|MYR|-6|MYR|Supper mcd||||
2/10/2019|Cash|Deposits|59|MYR|59|MYR|Movie (joker) ||||
2/10/2019|Cash|Clothes|-50|MYR|-50|MYR|Fix shoes||||
3/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
3/10/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
3/10/2019|Cash|Eating out|-10.7|MYR|-10.7|MYR|Dinner mamak ||||
4/10/2019|Cash|Eating out|-91.8|MYR|-91.8|MYR|Dinner (spades) ||||
4/10/2019|Cash|Eating out|-17.2|MYR|-17.2|MYR|Lunch (trec)||||
4/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
4/10/2019|Cash|Games|-2|MYR|-2|MYR|Darts||||
4/10/2019|Cash|Allowance|-100|MYR|-100|MYR|Shennice||||
5/10/2019|Cash|Eating out|-38.2|MYR|-38.2|MYR|Lunch (chilli panmee) ||||
6/10/2019|Cash|Clothes|-100|MYR|-100|MYR|Tattoo deposit ||||
7/10/2019|Cash|Eating out|-5|MYR|-5|MYR|Dinner mamak ||||
7/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
7/10/2019|Cash|Eating out|-8.7|MYR|-8.7|MYR|Lunch (RHB) ||||
7/10/2019|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
8/10/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Lunch (RHB) ||||
8/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
8/10/2019|Cash|Eating out|-54.9|MYR|-54.9|MYR|Dinner (bat kin bat San) ||||
8/10/2019|Cash|Games|-2|MYR|-2|MYR|Pool ||||
9/10/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Lunch (RHB) ||||
9/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
10/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
10/10/2019|Cash|Eating out|-7|MYR|-7|MYR|Dinner mamak ||||
10/10/2019|Cash|Tech|-14|MYR|-14|MYR|Photobook||||
10/10/2019|Cash|Tech|-19.7|MYR|-19.7|MYR|Earphones ||||
10/10/2019|Cash|Eating out|-15.9|MYR|-15.9|MYR|Lunch (kfc) ||||
11/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
11/10/2019|Cash|Eating out|-19.2|MYR|-19.2|MYR|Lunch (trec)||||
12/10/2019|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
12/10/2019|Cash|Eating out|-17|MYR|-17|MYR|Dinner mamak||||
12/10/2019|Cash|Eating out|-3.6|MYR|-3.6|MYR|Breakfast (noodles) ||||
13/10/2019|Cash|Eating out|-3.6|MYR|-3.6|MYR|Dinner mamak ||||
13/10/2019|Cash|Movie|-37|MYR|-37|MYR|Joker||||
14/10/2019|Cash|Eating out|-10|MYR|-10|MYR|Lunch (RHB) ||||
14/10/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
14/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
15/10/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
15/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
15/10/2019|Cash|Eating out|-7.2|MYR|-7.2|MYR|Dinner mamak ||||
16/10/2019|Cash|Clothes|-50|MYR|-50|MYR|Fix shoes||||
16/10/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
16/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
17/10/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Lunch (RHB) ||||
17/10/2019|Cash|Eating out|-38.5|MYR|-38.5|MYR|Dinner (qtaro) ||||
17/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
18/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
18/10/2019|Cash|Eating out|-8.4|MYR|-8.4|MYR|Lunch (RHB) ||||
18/10/2019|Cash|Books|-15|MYR|-15|MYR|The art of war||||
19/10/2019|Cash|Car|-3|MYR|-3|MYR|My town parking ||||
19/10/2019|Cash|Eating out|-6|MYR|-6|MYR|Lunch (bread) ||||
19/10/2019|Cash|Clothes|-380|MYR|-380|MYR|Tattoo||||
19/10/2019|Cash|Allowance|-83|MYR|-83|MYR|Mom ||||
20/10/2019|Cash|Eating out|-24|MYR|-24|MYR|Dinner (Thai) ||||
21/10/2019|Cash|Car|-22|MYR|-22|MYR|Car seat cover||||
21/10/2019|Cash|Eating out|-15.2|MYR|-15.2|MYR|Lunch (dah makan) ||||
21/10/2019|Cash|Books|-24|MYR|-24|MYR|Vampire diaries||||
21/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
21/10/2019|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
22/10/2019|Cash|Eating out|-8.7|MYR|-8.7|MYR|Lunch (dah makan) ||||
22/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
23/10/2019|Cash|Eating out|-16.5|MYR|-16.5|MYR|Lunch (kfc) ||||
23/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
24/10/2019|Cash|Car|-7|MYR|-7|MYR|Zouk parking ||||
24/10/2019|Cash|Car|-7|MYR|-7|MYR|Zouk parking ||||
24/10/2019|Cash|Car|-7|MYR|-7|MYR|Zouk parking ||||
24/10/2019|Cash|Car|-7|MYR|-7|MYR|Zouk parking ||||
24/10/2019|Cash|Eating out|-3.6|MYR|-3.6|MYR|Breakfast (drinks) ||||
24/10/2019|Cash|Eating out|-58.1|MYR|-58.1|MYR|Lunch (bak kut teh) ||||
24/10/2019|Cash|Eating out|-6.1|MYR|-6.1|MYR|Dinner mamak ||||
25/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
25/10/2019|Cash|Eating out|-42|MYR|-42|MYR|Dinner mamak ||||
25/10/2019|Cash|Eating out|-206.1|MYR|-206.1|MYR|Shisha||||
25/10/2019|Cash|Eating out|-25.6|MYR|-25.6|MYR|Lunch (burger lab) ||||
26/10/2019|Cash|Clothes|-199|MYR|-199|MYR|Bball Shoes ||||
26/10/2019|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
26/10/2019|Cash|Car|-165|MYR|-165|MYR|Car brake||||
27/10/2019|Cash|Eating out|-3|MYR|-3|MYR|Lunch (mamak) ||||
28/10/2019|Cash|Deposits|120|MYR|120|MYR|Justin ||||
28/10/2019|Cash|Car|-19|MYR|-19|MYR|Spray paint ||||
29/10/2019|Cash|Tech|-158.55|MYR|-158.55|MYR|Wifi||||
29/10/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
29/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
29/10/2019|Cash|"Salary,""4"|"355.45"",MYR,""4"|"355.45"",MYR"|Salary ||||||
29/10/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
29/10/2019|Cash|Car|-100|MYR|-100|MYR|Touch & Go ||||
30/10/2019|Cash|Eating out|-15.5|MYR|-15.5|MYR|Lunch (trec)||||
30/10/2019|Cash|Eating out|-5.5|MYR|-5.5|MYR|Dinner mamak ||||
31/10/2019|Cash|Eating out|-6.8|MYR|-6.8|MYR|Lunch (RHB) ||||
31/10/2019|Cash|Eating out|-6.6|MYR|-6.6|MYR|Dinner mamak ||||
31/10/2019|Cash|Games|-13|MYR|-13|MYR|Pool||||
1/11/2019|Cash|Car|-60.1|MYR|-60.1|MYR|Petrol ||||
3/11/2019|Cash|Eating out|-11.8|MYR|-11.8|MYR|Breakfast (bread) ||||
3/11/2019|Cash|Car|-3|MYR|-3|MYR|Grab||||
4/11/2019|Cash|Eating out|-8.4|MYR|-8.4|MYR|Lunch (RHB) ||||
4/11/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
4/11/2019|Cash|Clothes|-173.7|MYR|-173.7|MYR|Cologne||||
4/11/2019|Cash|Car|-220|MYR|-220|MYR|Car battery ||||
5/11/2019|Cash|Eating out|-11.2|MYR|-11.2|MYR|Lunch (RHB) ||||
6/11/2019|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
6/11/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
6/11/2019|Cash|Car|-200|MYR|-200|MYR|Touch & Go ||||
6/11/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
7/11/2019|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
7/11/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
7/11/2019|Cash|Eating out|-3.5|MYR|-3.5|MYR|Dinner mamak ||||
8/11/2019|Cash|Eating out|-150|MYR|-150|MYR|Dinner (steamboat) ||||
8/11/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
11/11/2019|Cash|Allowance|-374.4|MYR|-374.4|MYR|Mom lazada||||
11/11/2019|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
11/11/2019|Cash|Eating out|-11|MYR|-11|MYR|Starbucks||||
11/11/2019|Cash|Clothes|-19.8|MYR|-19.8|MYR|Cap||||
11/11/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
11/11/2019|Cash|Car|-65|MYR|-65|MYR|Petrol ||||
11/11/2019|Cash|Clothes|-30.2|MYR|-30.2|MYR|Cap||||
12/11/2019|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
12/11/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
12/11/2019|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
13/11/2019|Cash|Eating out|-11|MYR|-11|MYR|Lunch (RHB) ||||
13/11/2019|Cash|Eating out|-19|MYR|-19|MYR|Dinner mamak ||||
14/11/2019|Cash|Eating out|-4|MYR|-4|MYR|Dinner mamak ||||
14/11/2019|Cash|Eating out|-20|MYR|-20|MYR|Lunch (kfc) ||||
15/11/2019|Cash|Eating out|-9.3|MYR|-9.3|MYR|Lunch (RHB) ||||
16/11/2019|Cash|Deposits|150|MYR|150|MYR|Mom lazada||||
16/11/2019|Cash|Eating out|-1|MYR|-1|MYR|Dinner mamak ||||
17/11/2019|Cash|Medical|-16.75|MYR|-16.75|MYR|Panadol ||||
17/11/2019|Cash|Eating out|-237.4|MYR|-237.4|MYR|Bbq||||
18/11/2019|Cash|Eating out|-3.45|MYR|-3.45|MYR|Tealive ||||
19/11/2019|Cash|Tech|-164.91|MYR|-164.91|MYR|Mom digi||||
19/11/2019|Cash|Eating out|-9|MYR|-9|MYR|Lunch (RHB) ||||
19/11/2019|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
19/11/2019|Cash|Clothes|-64.3|MYR|-64.3|MYR|Wallet||||
20/11/2019|Cash|Clothes|-5.8|MYR|-5.8|MYR|Hook||||
20/11/2019|Cash|Car|-200|MYR|-200|MYR|Touch & Go ||||
20/11/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
20/11/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
21/11/2019|Cash|Sports|-130.96|MYR|-130.96|MYR|Viper challenge (darien justin) ||||
21/11/2019|Cash|Eating out|-6|MYR|-6|MYR|Lunch (RHB) ||||
22/11/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
23/11/2019|Cash|Eating out|-68.1|MYR|-68.1|MYR|Lunch (burger on 16)||||
23/11/2019|Cash|Deposits|52.75|MYR|52.75|MYR|Wallet ||||
23/11/2019|Cash|Eating out|-2.7|MYR|-2.7|MYR|Dinner mamak ||||
23/11/2019|Cash|Car|-60.8|MYR|-60.8|MYR|Petrol ||||
24/11/2019|Cash|Tech|-68.84|MYR|-68.84|MYR|Earphones ||||
25/11/2019|Cash|Car|-4|MYR|-4|MYR|One Utama parking ||||
25/11/2019|Cash|Eating out|-25|MYR|-25|MYR|Dinner (one Utama) ||||
25/11/2019|Cash|Clothes|-20.86|MYR|-20.86|MYR|Glasses ||||
25/11/2019|Cash|Eating out|-7.8|MYR|-7.8|MYR|Lunch (RHB) ||||
26/11/2019|Cash|Car|-30|MYR|-30|MYR|Touch & Go ||||
27/11/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
28/11/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
28/11/2019|Cash|Eating out|-10|MYR|-10|MYR|Lunch (RHB) ||||
28/11/2019|Cash|"Salary,""4"|"288.35"",MYR,""4"|"288.35"",MYR"|Salary ||||||
29/11/2019|Cash|Games|-30|MYR|-30|MYR|Icity ||||
29/11/2019|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/11/2019|Cash|Eating out|-5.5|MYR|-5.5|MYR|Lunch (RHB) ||||
30/11/2019|Cash|Eating out|-4|MYR|-4|MYR|Lunch (zap fan)||||
30/11/2019|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
2/12/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
3/12/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
4/12/2019|Cash|Car|-200|MYR|-200|MYR|Touch & Go ||||
4/12/2019|Cash|Car|-63|MYR|-63|MYR|Petrol ||||
4/12/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
4/12/2019|Cash|Eating out|-5.4|MYR|-5.4|MYR|Dinner mamak ||||
7/12/2019|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
9/12/2019|Cash|Eating out|-1|MYR|-1|MYR|Lunch (RHB) ||||
10/12/2019|Cash|Eating out|-14.9|MYR|-14.9|MYR|Dinner (one Utama) ||||
10/12/2019|Cash|Car|-2|MYR|-2|MYR|One Utama parking ||||
10/12/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
10/12/2019|Cash|Eating out|-2|MYR|-2|MYR|Lunch (RHB) ||||
11/12/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
11/12/2019|Cash|Food|-17|MYR|-17|MYR|Snacks ||||
11/12/2019|Cash|Car|-100|MYR|-100|MYR|Touch & Go ||||
11/12/2019|Cash|Allowance|-10|MYR|-10|MYR|Penalty ||||
11/12/2019|Cash|Eating out|-18.9|MYR|-18.9|MYR|Lunch (trec)||||
12/12/2019|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
12/12/2019|Cash|Food|-32|MYR|-32|MYR|Snacks ||||
12/12/2019|Cash|Allowance|-50|MYR|-50|MYR|Mom grab||||
12/12/2019|Cash|Eating out|-55.9|MYR|-55.9|MYR|Lunch (pizza) ||||
12/12/2019|Cash|Clothes|-74.7|MYR|-74.7|MYR|Christmas (kv) ||||
13/12/2019|Cash|Clothes|-519|MYR|-519|MYR|Winter jacket ||||
13/12/2019|Cash|Games|-18.9|MYR|-18.9|MYR|Pool ||||
13/12/2019|Cash|Eating out|-6|MYR|-6|MYR|Lunch (RHB) ||||
13/12/2019|Cash|Car|-63|MYR|-63|MYR|Petrol ||||
14/12/2019|Cash|Movie|-40|MYR|-40|MYR|Jumanji||||
14/12/2019|Cash|Eating out|-8.8|MYR|-8.8|MYR|Dinner mamak ||||
14/12/2019|Cash|Clothes|-94.8|MYR|-94.8|MYR|Gloves ||||
15/12/2019|Cash|Clothes|-188.2|MYR|-188.2|MYR|Christmas (bball kids) ||||
16/12/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
17/12/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
18/12/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
18/12/2019|Cash|Eating out|-4|MYR|-4|MYR|Lunch (RHB) ||||
19/12/2019|Cash|Eating out|-11.2|MYR|-11.2|MYR|Lunch (RHB) ||||
19/12/2019|Cash|Eating out|-23.75|MYR|-23.75|MYR|Dinner mcd||||
20/12/2019|Cash|Car|-63|MYR|-63|MYR|Petrol ||||
21/12/2019|Cash|Trip|-130|MYR|-130|MYR|Ipoh||||
21/12/2019|Cash|Food|-4.5|MYR|-4.5|MYR|Coffee ||||
22/12/2019|Cash|Music|-494|MYR|-494|MYR|Lewis capaldi||||
23/12/2019|Cash|Eating out|-11|MYR|-11|MYR|Lunch (RHB) ||||
23/12/2019|Cash|Eating out|-17.9|MYR|-17.9|MYR|Dinner (Carl's junior) ||||
23/12/2019|Cash|"Medical,""-2"|"540"",MYR,""-2"|"540"",MYR"|Insurance ||||||
23/12/2019|Cash|Deposits|100|MYR|100|MYR|Mom||||
24/12/2019|Cash|Eating out|-14.85|MYR|-14.85|MYR|Lunch (trec)||||
24/12/2019|Cash|Car|-200|MYR|-200|MYR|Touch & Go||||
24/12/2019|Cash|Deposits|4|MYR|4|MYR|Cj||||
25/12/2019|Cash|"Allowance,""-1"|"750"",MYR,""-1"|"750"",MYR"|Cj||||||
26/12/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
26/12/2019|Cash|Eating out|-27|MYR|-27|MYR|Dinner (rekindle) ||||
27/12/2019|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
27/12/2019|Cash|Eating out|-11.5|MYR|-11.5|MYR|Dinner mamak ||||
28/12/2019|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
28/12/2019|Cash|Deposits|60.6|MYR|60.6|MYR|Seraya||||
28/12/2019|Cash|Food|-12.9|MYR|-12.9|MYR|Drinks potluck ||||
28/12/2019|Cash|Eating out|-456.35|MYR|-456.35|MYR|Dinner (The times) ||||
28/12/2019|Cash|Deposits|325|MYR|325|MYR|Seraya||||
28/12/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (chicken rice) ||||
28/12/2019|Cash|Car|-61|MYR|-61|MYR|Petrol ||||
29/12/2019|Cash|Trip|-97.5|MYR|-97.5|MYR|Ipoh||||
30/12/2019|Cash|Eating out|-9.6|MYR|-9.6|MYR|Dinner mamak ||||
30/12/2019|Cash|"Salary,""4"|"301.45"",MYR,""4"|"301.45"",MYR"|Salary ||||||
30/12/2019|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
31/12/2019|Cash|Eating out|-6|MYR|-6|MYR|Lunch (chicken rice) ||||
2/1/2020|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
2/1/2020|Cash|Eating out|-13.7|MYR|-13.7|MYR|Dinner mamak ||||
3/1/2020|Cash|Eating out|-9.1|MYR|-9.1|MYR|Lunch (RHB) ||||
3/1/2020|Cash|Eating out|-200|MYR|-200|MYR|Dinner (changkat) ||||
4/1/2020|Cash|Car|-8|MYR|-8|MYR|Tyres||||
6/1/2020|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
6/1/2020|Cash|Eating out|-8.8|MYR|-8.8|MYR|Dinner mamak ||||
7/1/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
7/1/2020|Cash|Car|-60|MYR|-60|MYR|Petrol ||||
7/1/2020|Cash|Eating out|-32|MYR|-32|MYR|Dinner mcd||||
7/1/2020|Cash|Car|-4|MYR|-4|MYR|One Utama parking ||||
7/1/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
8/1/2020|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
9/1/2020|Cash|Eating out|-16.9|MYR|-16.9|MYR|Lunch (kfc) ||||
10/1/2020|Cash|Eating out|-12.4|MYR|-12.4|MYR|Dinner mamak ||||
10/1/2020|Cash|Eating out|-8.6|MYR|-8.6|MYR|Lunch (RHB) ||||
10/1/2020|Cash|Deposits|20|MYR|20|MYR|Justin ||||
10/1/2020|Cash|Deposits|10|MYR|10|MYR|Cz ||||
11/1/2020|Cash|Clothes|-5.7|MYR|-5.7|MYR|Glasses ||||
11/1/2020|Cash|Tech|-12.9|MYR|-12.9|MYR|Car charger||||
11/1/2020|Cash|Eating out|-12|MYR|-12|MYR|Lunch (noodles) ||||
11/1/2020|Cash|Clothes|-58|MYR|-58|MYR|Cny clothes ||||
12/1/2020|Cash|Deposits|247|MYR|247|MYR|Gabriel ||||
13/01/2020|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
14/01/2020|Cash|Eating out|-3.7|MYR|-3.7|MYR|Coffee ||||
14/01/2020|Cash|Eating out|-49.75|MYR|-49.75|MYR|Dinner (kgb) ||||
14/01/2020|Cash|Eating out|-9.8|MYR|-9.8|MYR|Supper (hayaki) ||||
14/01/2020|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
15/01/2020|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
15/01/2020|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
15/01/2020|Cash|Tech|-50|MYR|-50|MYR|Touch & Go ||||
16/01/2020|Cash|Food|-6.3|MYR|-6.3|MYR|Monster||||
16/01/2020|Cash|Car|-65.3|MYR|-65.3|MYR|Petrol ||||
16/01/2020|Cash|Books|-8|MYR|-8|MYR|Photobook||||
17/01/2020|Cash|Eating out|-6|MYR|-6|MYR|Lunch (RHB) ||||
17/01/2020|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
19/01/2020|Cash|Tech|-85.6|MYR|-85.6|MYR|Arduino||||
19/01/2020|Cash|Car|-200|MYR|-200|MYR|Touch & Go ||||
19/01/2020|Cash|Eating out|-15.6|MYR|-15.6|MYR|Dinner mcd||||
20/01/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
20/01/2020|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
21/01/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
21/01/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mcd||||
22/01/2020|Cash|Eating out|-9.2|MYR|-9.2|MYR|Lunch (RHB) ||||
22/01/2020|Cash|Eating out|-9.2|MYR|-9.2|MYR|Dinner mamak ||||
23/01/2020|Cash|"Salary,""9"|"262.05"",MYR,""9"|"262.05"",MYR"|Salary ||||||
23/01/2020|Cash|Eating out|-5.5|MYR|-5.5|MYR|Lunch (RHB) ||||
23/01/2020|Cash|Eating out|-50|MYR|-50|MYR|Dinner mamak ||||
24/01/2020|Cash|Clothes|-7.4|MYR|-7.4|MYR|Bag||||
24/01/2020|Cash|Tech|-33.75|MYR|-33.75|MYR|Arduino ||||
24/01/2020|Cash|Car|-57|MYR|-57|MYR|Petrol ||||
25/01/2020|Cash|Clothes|-79.9|MYR|-79.9|MYR|Shirt||||
27/01/2020|Cash|Eating out|-38.9|MYR|-38.9|MYR|Dinner (tea Garden) ||||
27/01/2020|Cash|Eating out|-8.3|MYR|-8.3|MYR|Supper (mamak) ||||
28/01/2020|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
28/01/2020|Cash|Eating out|-23.3|MYR|-23.3|MYR|Breakfast (noodles) ||||
28/01/2020|Cash|Sports|-5|MYR|-5|MYR|Broga trip||||
29/01/2020|Cash|Allowance|-66|MYR|-66|MYR|Gamble||||
29/01/2020|Cash|Deposits|5|MYR|5|MYR|Angpau||||
29/01/2020|Cash|Eating out|-31.9|MYR|-31.9|MYR|Lunch (pizza) ||||
29/01/2020|Cash|Movie|-33.8|MYR|-33.8|MYR|Movie (Dr doolittle) ||||
29/01/2020|Cash|Car|-100|MYR|-100|MYR|Touch & Go ||||
30/01/2020|Cash|Eating out|-9.2|MYR|-9.2|MYR|Lunch (RHB) ||||
31/01/2020|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
31/01/2020|Cash|Tech|-34.2|MYR|-34.2|MYR|Arduino ||||
31/01/2020|Cash|Eating out|-12.5|MYR|-12.5|MYR|Dinner mamak ||||
31/01/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
1/2/2020|Cash|Eating out|-7.5|MYR|-7.5|MYR|Dinner mamak ||||
2/2/2020|Cash|Car|-63|MYR|-63|MYR|Petrol ||||
2/2/2020|Cash|Eating out|-1.5|MYR|-1.5|MYR|Supper (mamak) ||||
3/2/2020|Cash|Eating out|-10.5|MYR|-10.5|MYR|Lunch (RHB) ||||
3/2/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
4/2/2020|Cash|Eating out|-3.1|MYR|-3.1|MYR|Lunch (RHB) ||||
4/2/2020|Cash|Eating out|-11.5|MYR|-11.5|MYR|Dinner mamak ||||
5/2/2020|Cash|Eating out|-7.3|MYR|-7.3|MYR|Dinner mamak ||||
5/2/2020|Cash|Car|-200|MYR|-200|MYR|Touch & Go ||||
5/2/2020|Cash|Eating out|-9.6|MYR|-9.6|MYR|Lunch (RHB) ||||
6/2/2020|Cash|Eating out|-9.7|MYR|-9.7|MYR|Lunch (RHB) ||||
7/2/2020|Cash|Tech|-32.7|MYR|-32.7|MYR|Cz phone cover||||
7/2/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
7/2/2020|Cash|Eating out|-31.4|MYR|-31.4|MYR|Dinner (bens) ||||
7/2/2020|Cash|Eating out|-235|MYR|-235|MYR|Alcohol||||
8/2/2020|Cash|Trip|-112.1|MYR|-112.1|MYR|Grab (klia) ||||
8/2/2020|Cash|Eating out|-11.7|MYR|-11.7|MYR|Lunch (chee cheong fun) ||||
16/02/2020|Cash|Tech|-53.13|MYR|-53.13|MYR|Soldering kit ||||
16/02/2020|Cash|Trip|-112|MYR|-112|MYR|Grab (klia) ||||
16/02/2020|Cash|Clothes|-288|MYR|-288|MYR|Bball Shoes ||||
17/02/2020|Cash|Deposits|350|MYR|350|MYR|Angpau||||
17/02/2020|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
17/02/2020|Cash|Eating out|-12|MYR|-12|MYR|Dinner mamak ||||
17/02/2020|Cash|Car|-50|MYR|-50|MYR|Bumper bracket||||
18/02/2020|Cash|Allowance|-13.93|MYR|-13.93|MYR|Cz bottle||||
18/02/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
18/02/2020|Cash|Eating out|-14.7|MYR|-14.7|MYR|Lunch (RHB) ||||
19/02/2020|Cash|Tech|-41.7|MYR|-41.7|MYR|Arduino ||||
19/02/2020|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
19/02/2020|Cash|Eating out|-9.5|MYR|-9.5|MYR|Lunch (RHB) ||||
20/02/2020|Cash|Allowance|-83|MYR|-83|MYR|Mom digi||||
20/02/2020|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
20/02/2020|Cash|Deposits|30|MYR|30|MYR|Cz ||||
20/02/2020|Cash|Deposits|10.7|MYR|10.7|MYR|Refund ||||
20/02/2020|Cash|Eating out|-6|MYR|-6|MYR|Lunch (RHB) ||||
20/02/2020|Cash|Food|-3.8|MYR|-3.8|MYR|Paper bag ||||
21/02/2020|Cash|Eating out|-9|MYR|-9|MYR|Lunch (RHB) ||||
21/02/2020|Cash|Eating out|-188|MYR|-188|MYR|Dinner (bookmark coffee) ||||
21/02/2020|Cash|Eating out|-80.8|MYR|-80.8|MYR|Alcohol||||
22/02/2020|Cash|Eating out|-16|MYR|-16|MYR|Breakfast (noodles) ||||
22/02/2020|Cash|Eating out|-14|MYR|-14|MYR|Dinner (Ara Vietnamese) ||||
22/02/2020|Cash|Games|-20|MYR|-20|MYR|Board games||||
